EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
350026,KERN CO.,RIDGECREST,09/10/2011,2115,Lightning, , ,0,1,0,0,CA,PST-8, ,58364,C,29,HNX,0,0,Law Enforcement, , , ,1,E,1,E,RIDGECREST,09/10/2011,2115,35.63,-117.66,35.63,-117.66,"Another resident of Ridgecrest was injured by a lightning strike from a thunderstorm.","A dry southwest flow aloft set up over the area on the 6th along the leading edge of a upper level trough over the Pacific Northwest and northern California, bringing dry weather through the 8th. However, an upper level low moved from the Great Basin into central California on the 9th. This atypical movement of the low occurred because it was cut off from the prevailing westerly winds aloft. These systems usually move into the area from the Pacific Ocean. This low changed the flow aloft over the region to southeasterly, drawing moisture into central California from Arizona and northwestern Mexico. This warm, unstable airmass brought showers and thunderstorms to much of interior central California from the 9th through the 14th. Isolated thunderstorms continued over the Sierra Nevada crest on the 15th, as residual moisture remained over the area while the southeasterly flow transitioned to a more southwesterly direction. ||The low meandered across central and southern California during these several days. This low allowed for unstable conditions over the entire district; quite a few locations in the San Joaquin Valley received at least a trace of rain. On the 9th, thunderstorms produced little rainfall, but they did cause quite a few wildfires due to lightning over the mountains in Kern County (around Keene, Breckenridge, and just to the east of Arvin and Bakersfield). As for the 10th, numerous thunderstorms developed over Kern County and much of the southern San Joaquin Valley during the evening. In addition, more wildfires developed over the Kern County mountains A severe thunderstorm warning and numerous significant weather advisories were issued throughout Kern County that evening; these storms moved westward into San Luis Obispo County later that night. Afternoon showers and thunderstorms redeveloped mainly over the Tehachapi Mountains and the Southern Sierra Nevada daily on the 11th, 12th, and 13th, and a few showers occurred over the south end of the San Joaquin Valley, including Bakersfield, on the 13th. Thunderstorms that developed over the Piutes during the afternoon of September 11th were nearly stationary, and runoff from these storms caused road flooding in the area south of Lake Isabella. ||The South Lightning Tennessee Fire occurred in Tulare county 5 miles north of Fountain Springs. Reports indicated that the fire began on 9/11/11 at 1200 PDT due to heavy lightning strikes from thunderstorms. ||The Tamarack wildfire occurred just northeast of Yosemite Valley in Mariposa County on 9/13/11 at 1912 PDT. This wildfire was caused by extensive lightning. The size was 480 acres. The fire was contained on 10/6/11. There were no lost fatalities or structures. Cost to containment was $75,000. ||The Breckenridge wildfire Complex occurred in the Kern County Mountains, 10 miles NE of Bakersfield. The fire started on the 10th and was contained on the 17th, and caused by lightning strikes. The size was a whopping 25,213 acres. There were no fatalities or structures lost. The cost to containment was $7.1 million. ||The Comanche wildfire Complex in Kern County mountains occurred on 9/10/11 at  0400 PDT, about 8 miles Southeast of Arvin, caused by lightning. The size was a whopping 29,338 acres. Containment was reached on 9/16/11. There were no fatalities or lost structures. The cost to containment was $6.8 million. ||The Keene wildfire Complex occurred because on lightning on 9/10/11 at 1200 PDT. The location was along the Highway 58 corridor from Keene to Mojave in Kern County. The size was 10,479 acres. Containment was reached on 9/15/11. There were no fatalities or Structures Lost. The cost to containment was $8,839,174.",222
334121,SAN BERNARDINO CO.,JOSHUA TREE ARPT,09/13/2011,800,Lightning, , ,0,0,10000,0,CA,PST-8, ,55719,C,71,VEF,0,0,Newspaper, , , ,4,ESE,4,ESE,JOSHUA TREE ARPT,09/13/2011,800,34.1348,-116.181,34.1348,-116.181,"Lightning struck a power line at Highway 62 and Dorth Place.","A slow moving upper level low and monsoon moisture fueled thunderstorms over the Mojave Desert.  Many storms produced flash flooding and severe weather.",223
347325,VENTURA CO.,WHEELER SPGS,09/13/2011,1415,Lightning, , ,0,3,0,0,CA,PST-8, ,57901,C,111,LOX,0,0,Fire Department/Rescue, , , ,20,NNE,20,NNE,WHEELER SPGS,09/13/2011,1415,34.75,-119.12,34.75,-119.12,"At the Lockwood Valley Fire Station, three firefighters were injured when lightning struck within 50 feet of the station. All three firefighters reported disorientation and ringing in the ears.","An unseasonable upper level low pressure system moved onshore across the area. Instability associated with this low pressure system generated strong thunderstorms over the mountains of Southern California. These thunderstorms produced heavy rainfall and flash flooding across mountain roadways.",224
350027,MARIPOSA CO.,YOSEMITE LODGE,09/13/2011,1600,Lightning, , ,0,0,100000,0,CA,PST-8, ,58364,C,43,HNX,0,0,Park/Forest Service, , , ,3,NW,3,NW,YOSEMITE LODGE,09/13/2011,1600,37.8,-119.6,37.8,-119.6,"Park Service officials reported 14 vehicles damaged by lightning at Porcupine Flat.","A dry southwest flow aloft set up over the area on the 6th along the leading edge of a upper level trough over the Pacific Northwest and northern California, bringing dry weather through the 8th. However, an upper level low moved from the Great Basin into central California on the 9th. This atypical movement of the low occurred because it was cut off from the prevailing westerly winds aloft. These systems usually move into the area from the Pacific Ocean. This low changed the flow aloft over the region to southeasterly, drawing moisture into central California from Arizona and northwestern Mexico. This warm, unstable airmass brought showers and thunderstorms to much of interior central California from the 9th through the 14th. Isolated thunderstorms continued over the Sierra Nevada crest on the 15th, as residual moisture remained over the area while the southeasterly flow transitioned to a more southwesterly direction. ||The low meandered across central and southern California during these several days. This low allowed for unstable conditions over the entire district; quite a few locations in the San Joaquin Valley received at least a trace of rain. On the 9th, thunderstorms produced little rainfall, but they did cause quite a few wildfires due to lightning over the mountains in Kern County (around Keene, Breckenridge, and just to the east of Arvin and Bakersfield). As for the 10th, numerous thunderstorms developed over Kern County and much of the southern San Joaquin Valley during the evening. In addition, more wildfires developed over the Kern County mountains A severe thunderstorm warning and numerous significant weather advisories were issued throughout Kern County that evening; these storms moved westward into San Luis Obispo County later that night. Afternoon showers and thunderstorms redeveloped mainly over the Tehachapi Mountains and the Southern Sierra Nevada daily on the 11th, 12th, and 13th, and a few showers occurred over the south end of the San Joaquin Valley, including Bakersfield, on the 13th. Thunderstorms that developed over the Piutes during the afternoon of September 11th were nearly stationary, and runoff from these storms caused road flooding in the area south of Lake Isabella. ||The South Lightning Tennessee Fire occurred in Tulare county 5 miles north of Fountain Springs. Reports indicated that the fire began on 9/11/11 at 1200 PDT due to heavy lightning strikes from thunderstorms. ||The Tamarack wildfire occurred just northeast of Yosemite Valley in Mariposa County on 9/13/11 at 1912 PDT. This wildfire was caused by extensive lightning. The size was 480 acres. The fire was contained on 10/6/11. There were no lost fatalities or structures. Cost to containment was $75,000. ||The Breckenridge wildfire Complex occurred in the Kern County Mountains, 10 miles NE of Bakersfield. The fire started on the 10th and was contained on the 17th, and caused by lightning strikes. The size was a whopping 25,213 acres. There were no fatalities or structures lost. The cost to containment was $7.1 million. ||The Comanche wildfire Complex in Kern County mountains occurred on 9/10/11 at  0400 PDT, about 8 miles Southeast of Arvin, caused by lightning. The size was a whopping 29,338 acres. Containment was reached on 9/16/11. There were no fatalities or lost structures. The cost to containment was $6.8 million. ||The Keene wildfire Complex occurred because on lightning on 9/10/11 at 1200 PDT. The location was along the Highway 58 corridor from Keene to Mojave in Kern County. The size was 10,479 acres. Containment was reached on 9/15/11. There were no fatalities or Structures Lost. The cost to containment was $8,839,174.",225
352215,ALAMEDA CO.,ALBANY,10/06/2011,1400,Lightning, , ,0,0,3000,0,CA,PST-8, ,58760,C,1,MTR,0,0,Newspaper, , , ,12,ENE,12,ENE,ALBANY,10/06/2011,1405,37.9433,-122.0604,37.9433,-122.0604,"Pickup truck was struck by lightning. Electrical system was knocked out in the truck.","A series of systems brought locally heavy rain...gusty winds...and thunderstorms to the district.",226
378960,SAN DIEGO CO.,SAN DIEGO,04/13/2012,1415,Lightning, , ,0,0,2000,0,CA,PST-8, ,62717,C,73,SGX,0,0,Broadcast Media, , , ,0,N,0,N,SAN DIEGO,04/13/2012,1445,32.75,-117.1,32.75,-117.1,"NBC San Diego reported a lightning strike to the Unified Port of San Diego building, resulting in part of the roof getting peeled back. The strike also took out power to the building, but no injuries were reported.","An upper-level trough deepened down the California coast and swung through southern California on the 11th, into the early morning of the 12th. This system brought gusty winds and moderate to locally heavy precipitation to areas over and west of the mountains, as well as a few hundredths of an inch of rain to the upper and lower deserts. Precipitation for most areas west of the mountains ranged from one-tenth to one-half on an inch of rain, though Orange County received more rain overall than San Diego and Riverside Counties. Mountain locations received between one-quarter and three-quarters of an inch of rain. Above 6000 feet, a trace to 2 inches of snow was observed in the San Bernardino Mountains. A  couple thunderstorms with damaging winds also occurred near Hemet in Riverside County. ||A deeper upper low developed right behind the last and closed off before diving inland over southern California on the 13th. Instability ahead of the cold front set off several waterspouts and thunderstorms during the afternoon of the 13th. Lightning strikes and wind resulted in roof damage as well as downed power lines trees. The thunderstorms, along with the main area of stratiform rain, brought heavy rainfall amounts over and west of the mountains. Coastal locations received generally between one-third and three-quarters of an inch, locally up to an inch where the heavier thunderstorms passed. Several hundred cloud to ground lightning strikes were observed on the Coastal areas. The valleys of San Diego County and the Inland Empire received between one-third of an inch to 1.5 inches in heavier thunderstorms and along the coastal mountain slopes. Some urban flooding was observed, including a stranded motorist in standing water near Ontario and another truck pulled out of a flooded riverbed near San Bernardino. Some lower mountain locations in San Diego County received up to 2 inches of rainfall. Moderately low snow levels near 4000 feet dropped heavy snow in the mountains as well, especially in the higher elevations of San Bernardino and Riverside Counties. San Diego County received 1 to 5 inches between 4000 and 5000 feet and up to 10 inches near Mt. Laguna. Riverside County was similar with 6 to 10 inches of snow above 5500 feet. San Bernardino County was the big snow winner with several locations reporting 10 to 14 inches above 6000 feet and a max of 16 inches of snow at Arrowbear Lake.",227
400569,NEVADA CO.,TRUCKEE,07/23/2012,550,Lightning, , ,1,0,0,0,CA,PST-8, ,66774,C,57,REV,0,0,Public, , , ,3,WSW,3,WSW,TRUCKEE,07/23/2012,550,39.319,-120.2332,39.319,-120.2332,"A 71-yr-old man was struck and killed by lightning during an early morning thunderstorm at Donner Memorial State Park just west of Truckee, CA.  He had been camping with family in the Park and was outside in an area of tall trees.","An upper low brought thunderstorms to eastern California for much of the 23rd.",228
399959,SAN DIEGO CO.,CAMPO,08/11/2012,1230,Lightning, , ,0,0,5000,0,CA,PST-8, ,66662,C,73,SGX,0,0,Trained Spotter, , , ,0,N,0,N,CAMPO,08/11/2012,1330,32.6,-116.47,32.6,-116.47,"Heavy thunderstorm moving north toward Highway 94 and Interstate 8 with frequent lightning. Lightning hit the spotter's well in her yard.|Heavy rain also caused minor flooding on Buckman Springs Road.","These days were a continuation of the deep monsoonal flow that persisted over the area through much of the month. Thunderstorms developed each afternoon over the mountains, deserts and northern inland valleys, and quickly diminished by sunset with areas of rural, urban and flash flooding. Flooding activity on the 11th was focused around Big Bear and Victorville in San Bernardino County, as well as Campo in San Diego County. Thunderstorm activity also developed along the Elsinore Convergence Zone in eastern Riverside County. Thunderstorms in this area became severe and produced a couple damaging microbursts along with the small hail and heavy rain. Similar storms in the Elsinore area on the 12th produced a landspout and another damaging microburst. Significant flooding was also observed in the Forest Falls area on that day. Mostly minor urban flooding was observed in the upper deserts and Forest Falls again on the 13th.",229
397531,SAN BERNARDINO CO.,JOSHUA TREE,08/11/2012,1500,Lightning, , ,0,0,5000,0,CA,PST-8, ,66291,C,71,VEF,0,0,Newspaper, , , ,4,NW,4,NW,JOSHUA TREE,08/11/2012,1500,34.1709,-116.3695,34.1709,-116.3695,"Lightning struck and killed a horse, and also started a smoldering fire in a barn which burned to the ground three days later.","Monsoon moisture fueled another round of thunderstorms over the Mojave Desert and southern Great Basin. Several storms produced severe weather and flash flooding.",230
407800,RIVERSIDE CO.,CATHEDRAL CITY,08/30/2012,1345,Lightning, , ,0,0,1000,0,CA,PST-8, ,67981,C,65,SGX,0,0,Trained Spotter, , , ,0,N,0,N,CATHEDRAL CITY,08/30/2012,1415,33.77,-116.47,33.77,-116.47,"Spotter RIV230 reported heavy rain and lightning. Lightning struck a nearby palm tree, which then burst into flames. Winds also gusted to 25 mph.","The month ended with one last major monsoon day. Convection developed rapidly and near the same time as an approaching short wave trough and daytime heating. Flash flooding was reported in many locations with several road closures in the Inland Empire, Victorville, Chihuahua Valley and the Coachella Valley (Cathedral City). Extensive damage was done by flood waters in Moreno Valley, Victorville and Cathedral City with a few high water rescues and residences and businesses inundated with mud and debris.",231
404753,SAN BERNARDINO CO.,YUCCA VLY GNT RCK AR,09/11/2012,2315,Lightning, , ,0,2,0,0,CA,PST-8, ,67510,C,71,VEF,0,0,Newspaper, , , ,13,E,13,E,YUCCA VLY GNT RCK AR,09/11/2012,2315,34.3187,-116.1557,34.3187,-116.1557,"Lightning struck and injured two Marines on a training exercise.","A low pressure system interacted with deep monsoon moisture to produce widespread thunderstorms and flash flooding. A few storms also produced severe weather.",232
470527,TUOLUMNE CO.,DARDANELLE,07/01/2013,1445,Lightning, , ,1,0,0,0,CA,PST-8, ,78136,C,109,STO,0,0,County Official, , , ,0,N,0,N,DARDANELLE,07/01/2013,1446,38.35,-119.85,38.35,-119.85,"Thunderstorms developed in the afternoon along the Sierra Nevada crest and spread eastward. Witnesses reported a 66-year old female died in a campground after a lightning strike hit the area. No enter/exit woulds reported to confirm a direct hit.  However, evidence would suggest cardiac arrest due to a lightning strike was likely the cause of death.","Moisture from the south and instability from the heatwave brought thunderstorms up along the Sierra Nevada slopes and northern mountains, Monday through Thursday afternoons. Some lower elevations saw showers on Wednesday as well.",233
498452,MADERA CO.,ONEALS,01/30/2014,2314,Lightning, , ,0,0,2500,0,CA,PST-8, ,82726,C,39,HNX,0,0,Trained Spotter, , , ,3,WSW,3,WSW,ONEALS,01/30/2014,2314,37.12,-119.76,37.12,-119.76,"Weather spotter reported several cloud to ground lightning strikes.","The weather changed beginning the evening of January 29th as the first storm in over seven weeks reached the central California interior. Rain and mountain snow moved into the northern half of the region during the late evening of the 29th, spread south through the 30th and tapered off the last day of the month. The storm brought wind gusts as high as 50 mph to the mountains and deserts and the first measurable rain since December 7th to the San Joaquin Valley. Fresno broke its driest start to a calendar year at 28 days; the previous record had been 21 days, set in 1903. Bakersfield���s dry start ended at 29 days, just breaking the old record of 28 days, set in 1963.||The heaviest snow totals occurred in the higher elevations of the Southern Sierra.  For example, 14 inches fell near Devils Postpile, 12 inches just east of Cedar Grove, and 10 inches near Lake Wishon. ||The average high temperature for January at Fresno was 12 degrees above normal, and Bakersfield was 11.3 degrees above normal. However, the very dry, stable airmass over the region allowed for strong radiational cooling most nights. The average low temperatures for Bakersfield and Fresno were less than two degrees above normal.||The well above normal high temperatures more than offset the near-normal lows. January 2014 was the second warmest January on record for both Bakersfield and Fresno.",234
510003,FRESNO CO.,HAMMOND,02/28/2014,1105,Lightning, , ,0,1,0,0,CA,PST-8, ,84476,C,19,HNX,0,0,Newspaper, , , ,1,NW,1,NW,HAMMOND,02/28/2014,1105,36.78,-119.79,36.78,-119.79,"Lightning caused an injury to a man who was in an oil field near Fresno.","A dry storm system moved through the central California interior on February 18th, bringing a push of cold air that lowered temperatures briefly to near normal. Behind the cold front, gusty winds developed over the mountains and deserts on the 19th. The winds began during the early morning hours, with a gust to 60 mph at Bear Peak in Tulare County, and a gust to 53 mph at Mojave, during the pre-dawn hours. Winds gusted over 45 mph in the eastern Kern County desert during the morning and early afternoon of the 19th, and gusts to 50 mph were recorded in the Piutes.||An upper-level ridge of high pressure returned to California on the 19th behind the departing low-pressure system. High temperatures warmed to above normal for the next several days before the next storm arrived during the afternoon of February 26th. This warming trend peaked with Bakersfield hitting 81 degrees on the 25th, and Fresno reaching 80 degrees. This was the first time either city had seen 80 degrees since November 10th, 2013.||The storm that reached the central California interior on February 26th was the first of two closely-spaced systems. Together, the two storms brought as much as 4 inches of rain to the Southern Sierra Nevada foothills, and over an inch of rain to the Kern County deserts. Fresno had a three-day storm total of 1.11 inch, bringing the total rainfall for February to 2.11 inch. This was 0.08 inch greater than the normal of 2.03 inches and was the first time since December 2012 that Fresno had above-normal rainfall for a month.||The south end of the San Joaquin Valley was rain-shadowed, with Bakersfield receiving only 0.28 inch of rain, almost all of which fell from the second storm on February 28th. The second storm was located off the central California coast, and was impressive on satellite pictures with a tightly-wound structure and a clear center much like the eye of a tropical system. The circulation around the storm produced a southerly wind over the Tehachapi Mountains which funneled through Tejon Pass and down the Grapevine into the south end of the San Joaquin Valley. Winds gusted as high as 89 mph at Grapevine Peak, and to 50 mph at Sunflower Valley on the west side of the Valley. At Buck Rock, in the Sierra Nevada in Tulare County, winds gusted to 66 mph.|Several thunderstorms were spawned by the storms, with the second system being the most potent. Numerous trees were toppled in both the San Joaquin Valley and the Sierra foothills by winds, in many cases pulling down power lines. One thunderstorm at Squaw Valley in the foothills produced a gust estimated at 65 mph, which toppled trees and damaged the roof of a garage. On the Valley floor, there were reports of houses and parked vehicles damaged by falling trees or large limbs. Near Fresno, a tree 3 feet in diameter was toppled.||Street flooding was reported at several locations, not only in the San Joaquin Valley but also in eastern Kern County where the Garlock Road flooded. (Garlock Road is prone to flooding from runoff from the El Paso Mountains.). In Dinuba, water covering the road was estimated at 8 to 12 inches deep. ||In the Southern Sierra Nevada, estimates of new snowfalls were as high as four feet. (These were Snotel observations; a post-storm snow survey had not been conducted at the time of this summary.)||February 2014 was much warmer than normal, and was Fresno���s warmest February on record. Bakersfield tied for its 6th warmest February on record.",235
535041,SAN DIEGO CO.,SOLANA BEACH,07/27/2014,930,Lightning, , ,0,0,5000,0,CA,PST-8, ,88727,C,73,SGX,0,0,NWS Employee, , , ,1,NE,1,NE,SOLANA BEACH,07/27/2014,1000,33.0061,-117.2622,33.0061,-117.2622,"Lightning struck a palm tree, which caught fire, burning the side of a home in Encinitas just south of San Elijo Lagoon.","Residual instability left over from nocturnal convection over Arizona and southeast California moved through southwestern California, helping to initiate showers and thunderstorms over portions of the San Diego County mountains. A separate upper-level low disturbance helped to trigger thunderstorms all the way to the coast and coastal waters during the morning hours. A lightning strike near Encinitas burned the side of a home. Most coastal and valley locations received one-tenth of an inch or less, though a few locations received significantly more, such as 0.57 inch in Del Mar. This disturbance continued to provide enough instability for thunderstorms over the high desert and San Bernardino County mountains, generating up to 0.87 inch. CHP reported flash flooding on Highway 79 at Fink Road and closed the highway at mile marker 46.",236
536424,LOS ANGELES CO.,(SXC)SANTA CATALINA,07/27/2014,1130,Lightning, , ,0,1,0,0,CA,PST-8, ,89015,C,37,LOX,0,0,Broadcast Media, , , ,6,ESE,7,ESE,(SXC)SANTA CATALINA,07/27/2014,1130,33.3388,-118.3295,33.3339,-118.3308,"Scattered thunderstorms moved across Catalina Island, producing several cloud to ground lightning strikes. On a local golf course, a male golfer was struck and injured by lightning. Additionally, there were a few very small lightning-induced fires which were controlled quickly.","A surge of monsoonal moisture from northern Mexico generated scattered thunderstorms across Southern California. From these storms, two significant lightning strikes occurred. In Venice Beach, one man was killed and 13 people were injured when lightning struck the water. The other lightning strike occurred on Catalina Island where a golfer was struck and injured by lightning.",237
536423,LOS ANGELES CO.,MARINA DEL RAY,07/27/2014,1320,Lightning, , ,1,8,0,0,CA,PST-8, ,89015,C,37,LOX,0,0,Broadcast Media, , , ,1,NNW,1,NNW,MARINA DEL RAY,07/27/2014,1320,33.9848,-118.4753,33.9853,-118.4739,"An isolated thunderstorm moved across the Venice Beach area along the Los Angeles county coast. Lightning struck the water, injuring 13 people and killing one person.","A surge of monsoonal moisture from northern Mexico generated scattered thunderstorms across Southern California. From these storms, two significant lightning strikes occurred. In Venice Beach, one man was killed and 13 people were injured when lightning struck the water. The other lightning strike occurred on Catalina Island where a golfer was struck and injured by lightning.",238
539670,RIVERSIDE CO.,RIVERSIDE,08/20/2014,1500,Lightning, , ,0,0,1000,0,CA,PST-8, ,89558,C,65,SGX,0,0,Trained Spotter, , , ,0,N,0,N,RIVERSIDE,08/20/2014,1545,33.95,-117.4,33.95,-117.4,"A spotter reported lightning struck and ignited fires in two palm trees near the community college. The fires were put out. Lightning also struck the technology building on campus, knocking out power.","A line of elevated thunderstorms developed during the morning of the 20th over the ocean and along the coast ahead of an approaching upper-level low. Dynamic lift and monsoonal moisture led to further destabilization and increasing storm intensity with time. The initial band moved inland and organized thunderstorms with prolific lightning persisted over the Inland Empire and Riverside County mountains. The coastal and valley locations of San Diego and Riverside Counties received anywhere from a few hundredths of an inch of rain to one-half of an inch, with the greatest amounts in the Inland Empire and northern San Diego County valleys. The upper low moved across San Diego and Imperial Counties on the 21st, producing intense thunderstorms over the mountains and deserts, as well as a significant dust storm that moved up the Coachella Valley. The mountain locations of San Diego and Riverside Counties received up to one-half of an inch of rain, while the San Diego County deserts received up to 1.30 inches. One-inch hail was reported with thunderstorms in Nuevo and Mount Laguna/Pine Valley.",239
544094,SAN BERNARDINO CO.,CRESTLINE,09/16/2014,1330,Lightning, , ,0,0,10000,0,CA,PST-8, ,89828,C,71,SGX,0,0,Public, , , ,0,N,0,N,CRESTLINE,09/16/2014,1400,34.23,-117.3,34.23,-117.3,"Lightning struck a home near Crestline, resulting in a fire.","Low-level moisture from Tropical Storm (formerly Hurricane) Odile streamed northward ahead of the system, underneath a ridge that was in place. The heat and moisture along a coastal sea breeze combined to produce scattered thunderstorms across the coast, beaches and inland valleys. The strongest storms were in the southern Inland Empire foothills just west of Forest Falls and near Lake Elsinore, and from Kearny Mesa to El Cajon. Rainfall totals were highly variable due to the isolated nature of the thunderstorms, but the heaviest cells on the 16th produced amounts up to one-half, to just over one inch of rain in the coast and valley locations of San Diego and Orange Counties. One to two inches of rain was reported near Lake Elsinore. The San Bernardino County mountains saw generally one-third of an inch or less. A particularly strong storm dumped just over an inch of rain, causing flooding along Balboa Avenue, near Scripps Ranch and Kearny Mesa. The winds were strong enough with these thunderstorms to down several power lines and numerous large trees (across roadways and onto vehicles) in the southern San Diego County valleys (near El Cajon and Mission Valley) and southern Riverside County valleys in Wildomar. Storm survey indicated wind speeds of 60 to 65 mph and Montgomery Field measured 56 mph. The City of San Diego reported 30 buildings damaged and the American Red Cross in Kearny Mesa had significant damage including partial roof collapse.  SDGE reported at least 12 storm-related power outages throughout the city, resulting in more than 6000 customers without power. A few thunderstorms were mountain-focused (near Julian) on the 17th as the remnants of Odile were pushed off to the east and the sea breeze boundary moved well inland.  The storms on the 17th were concentrated over the Riverside and northern San Diego County mountains, generating amounts of one-half of an inch or less. Storm surveys were completed in Wildomar and Kearny Mesa into Mission Valley. Riverside County storm damage was reported at nearly 8 million dollars from the September 7-8 and the 16th events.",240
544105,SAN DIEGO CO.,SAN DIEGO,09/16/2014,1700,Lightning, , ,0,0,1000,0,CA,PST-8, ,89828,C,73,SGX,0,0,Public, , , ,8,NW,8,NW,SAN DIEGO,09/16/2014,1730,32.8319,-117.1974,32.8319,-117.1974,"Two palm trees caught fire after a lightning strike.","Low-level moisture from Tropical Storm (formerly Hurricane) Odile streamed northward ahead of the system, underneath a ridge that was in place. The heat and moisture along a coastal sea breeze combined to produce scattered thunderstorms across the coast, beaches and inland valleys. The strongest storms were in the southern Inland Empire foothills just west of Forest Falls and near Lake Elsinore, and from Kearny Mesa to El Cajon. Rainfall totals were highly variable due to the isolated nature of the thunderstorms, but the heaviest cells on the 16th produced amounts up to one-half, to just over one inch of rain in the coast and valley locations of San Diego and Orange Counties. One to two inches of rain was reported near Lake Elsinore. The San Bernardino County mountains saw generally one-third of an inch or less. A particularly strong storm dumped just over an inch of rain, causing flooding along Balboa Avenue, near Scripps Ranch and Kearny Mesa. The winds were strong enough with these thunderstorms to down several power lines and numerous large trees (across roadways and onto vehicles) in the southern San Diego County valleys (near El Cajon and Mission Valley) and southern Riverside County valleys in Wildomar. Storm survey indicated wind speeds of 60 to 65 mph and Montgomery Field measured 56 mph. The City of San Diego reported 30 buildings damaged and the American Red Cross in Kearny Mesa had significant damage including partial roof collapse.  SDGE reported at least 12 storm-related power outages throughout the city, resulting in more than 6000 customers without power. A few thunderstorms were mountain-focused (near Julian) on the 17th as the remnants of Odile were pushed off to the east and the sea breeze boundary moved well inland.  The storms on the 17th were concentrated over the Riverside and northern San Diego County mountains, generating amounts of one-half of an inch or less. Storm surveys were completed in Wildomar and Kearny Mesa into Mission Valley. Riverside County storm damage was reported at nearly 8 million dollars from the September 7-8 and the 16th events.",241
542929,SAN BERNARDINO CO.,PIONEER PT,09/20/2014,1919,Lightning, , ,0,0,10000,0,CA,PST-8, ,90365,C,71,VEF,0,0,Utility Company, , , ,4,NNE,4,NNE,PIONEER PT,09/20/2014,1919,35.8342,-117.3355,35.8342,-117.3355,"Lightning struck and damaged Southern California Edison equipment, knocking out power to 15 customers.","An upper low moving down the coast pulled in just enough monsoon moisture to trigger isolated thunderstorms over the Desert Southwest.",242
548659,SAN BERNARDINO CO.,LAKE ARROWHEAD,11/21/2014,500,Lightning, , ,0,0,0,100,CA,PST-8, ,91567,C,71,SGX,0,0,Emergency Manager, , , ,3,SW,3,SW,LAKE ARROWHEAD,11/21/2014,700,34.2193,-117.2171,34.2193,-117.2171,"Lightning on the 17th eventually ignited the Strawberry Fire just southwest of Lake Arrowhead, with the aid of offshore winds.","A few strong thunderstorms occurred over the San Bernardino and Riverside County mountains overnight on the 21st, with several lightning strikes which started smoldering wildfires. On the 21st, with the onset of offshore winds, two areas ignited into the Strawberry Fire a few miles southwest of Lake Arrowhead, and the North Face Fire in the foothills north of Mount San Jacinto. These fires were quickly extinguished by firefighters, burning no more than a few acres.",243
548658,RIVERSIDE CO.,CABAZON,11/21/2014,500,Lightning, , ,0,0,0,100,CA,PST-8, ,91567,C,65,SGX,0,0,Emergency Manager, , , ,5,ESE,5,ESE,CABAZON,11/21/2014,700,33.8923,-116.6994,33.8923,-116.6994,"Lightning from the 17th eventually ignited the North Face Fire on the 21st, with the aid of offshore winds.","A few strong thunderstorms occurred over the San Bernardino and Riverside County mountains overnight on the 21st, with several lightning strikes which started smoldering wildfires. On the 21st, with the onset of offshore winds, two areas ignited into the Strawberry Fire a few miles southwest of Lake Arrowhead, and the North Face Fire in the foothills north of Mount San Jacinto. These fires were quickly extinguished by firefighters, burning no more than a few acres.",244
587159,SAN DIEGO CO.,LEMON GROVE,06/30/2015,1200,Lightning, , ,0,0,5000,0,CA,PST-8, ,97602,C,73,SGX,0,0,Law Enforcement, , , ,0,SSW,0,N,RAMONA,06/30/2015,1500,32.725,-117.0223,33.0352,-116.8712,"CHP reported several small fires started by lightning strikes. Vista: lightning struck the hillside and started a fire. Lightning started a fire at Poway Road near Community Road. Lightning also struck a hillside which started a fire near Bancroft Drive and Campo Road in La Mesa. CHP reported a power line and pole down across the roadway at Dye Road and Ramona Street due to lightning.","An early-season monsoon pattern set up across the southwest U.S., bringing several days of enhanced mid-level moisture from the southeast and enough instability for scattered showers and thunderstorms for the last few days of the month. Scattered thunderstorms developed over the high desert east of the forecast area on the 28th and drifted west, producing lightning and some light rainfall amounts under one-quarter inch (Green Valley Lake won at 0.3 inches) over the San Jacinto Mountains and portions of southwest San Bernardino County, altogether a fairly small coverage area. The 29th saw thunderstorms trying to form over the southern San Diego County Mountains, but quickly dissipating without much effect as they drifted off the mountain crests. A disturbance moving through Baja on the 30th produced an active day of thunderstorms over southern California, reaching all the way to the coast with prolific lightning and rainfall for several areas. Lightning sparked a few small fires near Poway and La Mesa. A few reports of roadway flooding and mudslides came in from the Poway and Ramona areas that day. Amounts were mostly under one-tenth of an inch along the coast, one-tenth to one-half inch in the valleys, and up to three-quarters of an inch in the San Diego County mountains. Other mountain areas were largely missed by this event.",245
